transaction_id,account_id,customer_id,txn_date,txn_amount,transaction_type,create_tsp
TNX20260306_0000001,ACC20260306_00001,CUS20260306_00001,2026-03-06,7656.68,Credit,2026-03-06 11:54:10
TNX20260306_0000002,ACC20260306_00001,CUS20260306_00001,2026-03-06,5077.04,Debit,2026-03-06 11:54:10
TNX20260306_0000003,ACC20260306_00001,CUS20260306_00001,2026-03-06,684.95,Credit,2026-03-06 11:54:10
TNX20260306_0000004,ACC20260306_00001,CUS20260306_00001,2026-03-06,6017.94,Debit,2026-03-06 11:54:10
TNX20260306_0000005,ACC20260306_00001,CUS20260306_00001,2026-03-06,1497.84,Debit,2026-03-06 11:54:10
TNX20260306_0000006,ACC20260306_00002,CUS20260306_00002,2026-03-06,8354.11,Credit,2026-03-06 11:54:10
TNX20260306_0000007,ACC20260306_00002,CUS20260306_00002,2026-03-06,9183.1,Credit,2026-03-06 11:54:10
TNX20260306_0000008,ACC20260306_00002,CUS20260306_00002,2026-03-06,1562.28,Credit,2026-03-06 11:54:10
TNX20260306_0000009,ACC20260306_00002,CUS20260306_00002,2026-03-06,6384.6,Debit,2026-03-06 11:54:10
TNX20260306_0000010,ACC20260306_00002,CUS20260306_00002,2026-02-27,5446.12,Credit,2026-03-06 11:54:10
TNX20260306_0000011,ACC20260306_00003,CUS20260306_00003,2026-03-06,4806.01,Credit,2026-03-06 11:54:10
TNX20260306_0000012,ACC20260306_00003,CUS20260306_00003,2026-03-06,4957.89,Debit,2026-03-06 11:54:10
TNX20260306_0000013,ACC20260306_00003,CUS20260306_00003,2026-02-05,7031.57,Debit,2026-03-06 11:54:10
TNX20260306_0000014,ACC20260306_00003,CUS20260306_00003,2026-03-06,4332.66,Debit,2026-03-06 11:54:10
TNX20260306_0000015,ACC20260306_00003,CUS20260306_00003,2026-02-24,6344.32,Credit,2026-03-06 11:54:10
TNX20260306_0000016,ACC20260306_00004,CUS20260306_00004,2026-02-12,4195.08,Debit,2026-03-06 11:54:10
TNX20260306_0000017,ACC20260306_00004,CUS20260306_00004,2026-03-06,3984.95,Debit,2026-03-06 11:54:10
TNX20260306_0000018,ACC20260306_00004,CUS20260306_00004,2026-02-20,502.86,Credit,2026-03-06 11:54:10
TNX20260306_0000019,ACC20260306_00004,CUS20260306_00004,2026-02-27,1915.2,Credit,2026-03-06 11:54:10
TNX20260306_0000020,ACC20260306_00004,CUS20260306_00004,2026-03-06,4915.08,Credit,2026-03-06 11:54:10
TNX20260306_0000021,ACC20260306_00005,CUS20260306_00005,2026-03-06,4540.23,Credit,2026-03-06 11:54:10
TNX20260306_0000022,ACC20260306_00005,CUS20260306_00005,2026-03-06,1468.91,Credit,2026-03-06 11:54:10
