transaction_id,account_id,customer_id,txn_date,txn_amount,transaction_type,create_tsp
TNX20260305_0000001,ACC20260305_00001,CUS20260305_00001,2026-03-05,1214.65,Credit,2026-03-05 17:09:58
TNX20260305_0000002,ACC20260305_00001,CUS20260305_00001,2026-03-05,6348.56,Credit,2026-03-05 17:09:58
TNX20260305_0000003,ACC20260305_00001,CUS20260305_00001,2026-03-05,293.05,Credit,2026-03-05 17:09:58
TNX20260305_0000004,ACC20260305_00001,CUS20260305_00001,2026-02-28,8026.59,Debit,2026-03-05 17:09:58
TNX20260305_0000005,ACC20260305_00001,CUS20260305_00001,2026-03-05,153.41,Credit,2026-03-05 17:09:58
TNX20260305_0000006,ACC20260305_00002,CUS20260305_00002,2026-02-06,8902.42,Credit,2026-03-05 17:09:58
TNX20260305_0000007,ACC20260305_00002,CUS20260305_00002,2026-02-22,1972.77,Debit,2026-03-05 17:09:58
TNX20260305_0000008,ACC20260305_00002,CUS20260305_00002,2026-03-05,1046.85,Debit,2026-03-05 17:09:58
TNX20260305_0000009,ACC20260305_00002,CUS20260305_00002,2026-03-05,8152.35,Credit,2026-03-05 17:09:58
TNX20260305_0000010,ACC20260305_00002,CUS20260305_00002,2026-02-22,3055.0,Credit,2026-03-05 17:09:58
TNX20260305_0000011,ACC20260305_00003,CUS20260305_00003,2026-02-21,1526.73,Debit,2026-03-05 17:09:58
TNX20260305_0000012,ACC20260305_00003,CUS20260305_00003,2026-03-05,2211.22,Credit,2026-03-05 17:09:58
TNX20260305_0000013,ACC20260305_00003,CUS20260305_00003,2026-03-05,7615.64,Credit,2026-03-05 17:09:58
TNX20260305_0000014,ACC20260305_00003,CUS20260305_00003,2026-03-05,6814.56,Credit,2026-03-05 17:09:58
TNX20260305_0000015,ACC20260305_00003,CUS20260305_00003,2026-02-08,5172.96,Credit,2026-03-05 17:09:58
TNX20260305_0000016,ACC20260305_00004,CUS20260305_00004,2026-02-04,3347.5,Debit,2026-03-05 17:09:58
TNX20260305_0000017,ACC20260305_00004,CUS20260305_00004,2026-02-25,6050.85,Credit,2026-03-05 17:09:58
TNX20260305_0000018,ACC20260305_00004,CUS20260305_00004,2026-03-05,4012.39,Debit,2026-03-05 17:09:58
TNX20260305_0000019,ACC20260305_00004,CUS20260305_00004,2026-03-05,322.52,Debit,2026-03-05 17:09:58
TNX20260305_0000020,ACC20260305_00004,CUS20260305_00004,2026-03-03,3916.17,Debit,2026-03-05 17:09:58
TNX20260305_0000021,ACC20260305_00005,CUS20260305_00005,2026-03-05,3185.35,Debit,2026-03-05 17:09:58
TNX20260305_0000022,ACC20260305_00005,CUS20260305_00005,2026-02-21,9596.92,Credit,2026-03-05 17:09:58
TNX20260305_0000023,ACC20260305_00005,CUS20260305_00005,2026-03-05,5522.24,Credit,2026-03-05 17:09:58
TNX20260305_0000024,ACC20260305_00005,CUS20260305_00005,2026-03-05,4909.6,Debit,2026-03-05 17:09:58
TNX20260305_0000025,ACC20260305_00005,CUS20260305_00005,2026-03-05,4266.22,Debit,2026-03-05 17:09:58
TNX20260305_0000026,ACC20260305_00006,CUS20260305_00006,2026-03-05,4977.2,Credit,2026-03-05 17:09:58
TNX20260305_0000027,ACC20260305_00006,CUS20260305_00006,2026-03-05,3254.31,Credit,2026-03-05 17:09:58
TNX20260305_0000028,ACC20260305_00006,CUS20260305_00006,2026-02-06,8916.45,Debit,2026-03-05 17:09:58
TNX20260305_0000029,ACC20260305_00006,CUS20260305_00006,2026-03-05,5010.38,Debit,2026-03-05 17:09:58
TNX20260305_0000030,ACC20260305_00006,CUS20260305_00006,2026-03-05,8977.02,Credit,2026-03-05 17:09:58
TNX20260305_0000031,ACC20260305_00007,CUS20260305_00007,2026-02-07,9177.43,Credit,2026-03-05 17:09:58
TNX20260305_0000032,ACC20260305_00007,CUS20260305_00007,2026-03-05,677.54,Credit,2026-03-05 17:09:58
TNX20260305_0000033,ACC20260305_00007,CUS20260305_00007,2026-02-04,7386.6,Debit,2026-03-05 17:09:58
TNX20260305_0000034,ACC20260305_00007,CUS20260305_00007,2026-02-25,7616.64,Debit,2026-03-05 17:09:58
TNX20260305_0000035,ACC20260305_00007,CUS20260305_00007,2026-03-05,2084.14,Debit,2026-03-05 17:09:58
TNX20260305_0000036,ACC20260305_00008,CUS20260305_00008,2026-03-05,4210.98,Credit,2026-03-05 17:09:58
TNX20260305_0000037,ACC20260305_00008,CUS20260305_00008,2026-03-05,5017.86,Credit,2026-03-05 17:09:58
TNX20260305_0000038,ACC20260305_00008,CUS20260305_00008,2026-02-03,182.33,Credit,2026-03-05 17:09:58
TNX20260305_0000039,ACC20260305_00008,CUS20260305_00008,2026-03-05,332.88,Debit,2026-03-05 17:09:58
