transaction_id,account_id,customer_id,txn_date,txn_amount,transaction_type,create_tsp
TNX20260316_0000001,ACC20260316_00001,CUS20260316_00001,2026-03-16,21386.32,Credit,2026-03-16 08:15:39
TNX20260316_0000002,ACC20260316_00001,CUS20260316_00001,2026-03-03,40690.7,Credit,2026-03-16 08:15:39
TNX20260316_0000003,ACC20260316_00001,CUS20260316_00001,2026-03-16,25772.61,Debit,2026-03-16 08:15:39
TNX20260316_0000004,ACC20260316_00002,CUS20260316_00002,2026-03-16,33075.12,Credit,2026-03-16 08:15:39
TNX20260316_0000005,ACC20260316_00002,CUS20260316_00002,2026-03-16,9503.12,Debit,2026-03-16 08:15:39
TNX20260316_0000006,ACC20260316_00002,CUS20260316_00002,2026-03-06,8382.3,Credit,2026-03-16 08:15:39
TNX20260316_0000007,ACC20260316_00003,CUS20260316_00003,2026-02-18,48934.74,Debit,2026-03-16 08:15:39
TNX20260316_0000008,ACC20260316_00003,CUS20260316_00003,2026-03-16,23534.53,Credit,2026-03-16 08:15:39
TNX20260316_0000009,ACC20260316_00003,CUS20260316_00003,2026-03-16,34495.22,Debit,2026-03-16 08:15:39
TNX20260316_0000010,ACC20260316_00004,CUS20260316_00004,2026-03-16,6714.63,Credit,2026-03-16 08:15:39
TNX20260316_0000011,ACC20260316_00004,CUS20260316_00004,2026-03-16,7773.02,Debit,2026-03-16 08:15:39
TNX20260316_0000012,ACC20260316_00004,CUS20260316_00004,2026-03-10,12081.75,Debit,2026-03-16 08:15:39
TNX20260316_0000013,ACC20260316_00005,CUS20260316_00005,2026-03-16,39246.85,Credit,2026-03-16 08:15:39
TNX20260316_0000014,ACC20260316_00005,CUS20260316_00005,2026-02-16,190.61,Credit,2026-03-16 08:15:39
TNX20260316_0000015,ACC20260316_00005,CUS20260316_00005,2026-03-16,26125.28,Debit,2026-03-16 08:15:39
TNX20260316_0000016,ACC20260316_00006,CUS20260316_00006,2026-03-16,40505.15,Debit,2026-03-16 08:15:39
TNX20260316_0000017,ACC20260316_00006,CUS20260316_00006,2026-03-16,35155.28,Credit,2026-03-16 08:15:39
TNX20260316_0000018,ACC20260316_00006,CUS20260316_00006,2026-03-16,20458.29,Credit,2026-03-16 08:15:39
TNX20260316_0000019,ACC20260316_00007,CUS20260316_00007,2026-03-09,14736.17,Debit,2026-03-16 08:15:39
TNX20260316_0000020,ACC20260316_00007,CUS20260316_00007,2026-03-16,1342.22,Debit,2026-03-16 08:15:39
TNX20260316_0000021,ACC20260316_00007,CUS20260316_00007,2026-03-06,30431.12,Credit,2026-03-16 08:15:39
TNX20260316_0000022,ACC20260316_00008,CUS20260316_00008,2026-03-16,2493.39,Debit,2026-03-16 08:15:39
TNX20260316_0000023,ACC20260316_00008,CUS20260316_00008,2026-03-16,757.66,Debit,2026-03-16 08:15:39
TNX20260316_0000024,ACC20260316_00008,CUS20260316_00008,2026-03-16,21000.06,Debit,2026-03-16 08:15:39
TNX20260316_0000025,ACC20260316_00009,CUS20260316_00009,2026-03-16,40023.29,Debit,2026-03-16 08:15:39
TNX20260316_0000026,ACC20260316_00009,CUS20260316_00009,2026-03-04,30548.7,Credit,2026-03-16 08:15:39
TNX20260316_0000027,ACC20260316_00009,CUS20260316_00009,2026-03-04,38011.87,Debit,2026-03-16 08:15:39
TNX20260316_0000028,ACC20260316_00010,CUS20260316_00010,2026-03-16,9272.89,Debit,2026-03-16 08:15:39
TNX20260316_0000029,ACC20260316_00010,CUS20260316_00010,2026-03-16,11937.42,Credit,2026-03-16 08:15:39
TNX20260316_0000030,ACC20260316_00010,CUS20260316_00010,2026-02-23,9894.47,Credit,2026-03-16 08:15:39
TNX20260316_0000031,ACC20260316_00011,CUS20260316_00011,2026-03-16,35284.6,Debit,2026-03-16 08:15:39
TNX20260316_0000032,ACC20260316_00011,CUS20260316_00011,2026-03-16,19577.91,Debit,2026-03-16 08:15:39
TNX20260316_0000033,ACC20260316_00011,CUS20260316_00011,2026-03-16,45666.82,Credit,2026-03-16 08:15:39
TNX20260316_0000034,ACC20260316_00012,CUS20260316_00012,2026-02-16,13031.72,Debit,2026-03-16 08:15:39
TNX20260316_0000035,ACC20260316_00012,CUS20260316_00012,2026-03-02,1981.08,Credit,2026-03-16 08:15:39
TNX20260316_0000036,ACC20260316_00012,CUS20260316_00012,2026-03-16,41078.43,Credit,2026-03-16 08:15:39
TNX20260316_0000037,ACC20260316_00013,CUS20260316_00013,2026-03-16,48692.33,Debit,2026-03-16 08:15:39
TNX20260316_0000038,ACC20260316_00013,CUS20260316_00013,2026-03-16,613.92,Credit,2026-03-16 08:15:39
TNX20260316_0000039,ACC20260316_00013,CUS20260316_00013,2026-03-03,13098.34,Debit,2026-03-16 08:15:39
TNX20260316_0000040,ACC20260316_00014,CUS20260316_00014,2026-03-16,28597.19,Credit,2026-03-16 08:15:39
TNX20260316_0000041,ACC20260316_00014,CUS20260316_00014,2026-03-16,16557.36,Debit,2026-03-16 08:15:39
TNX20260316_0000042,ACC20260316_00014,CUS20260316_00014,2026-03-16,48590.63,Debit,2026-03-16 08:15:39
TNX20260316_0000043,ACC20260316_00015,CUS20260316_00015,2026-03-16,14675.86,Credit,2026-03-16 08:15:39
TNX20260316_0000044,ACC20260316_00015,CUS20260316_00015,2026-03-16,22621.64,Credit,2026-03-16 08:15:39
TNX20260316_0000045,ACC20260316_00015,CUS20260316_00015,2026-02-17,16554.9,Debit,2026-03-16 08:15:39
TNX20260316_0000046,ACC20260316_00016,CUS20260316_00016,2026-02-15,48220.37,Debit,2026-03-16 08:15:39
TNX20260316_0000047,ACC20260316_00016,CUS20260316_00016,2026-03-16,7907.95,Credit,2026-03-16 08:15:39
TNX20260316_0000048,ACC20260316_00016,CUS20260316_00016,2026-03-16,41635.52,Debit,2026-03-16 08:15:39
TNX20260316_0000049,ACC20260316_00017,CUS20260316_00017,2026-03-16,14033.87,Debit,2026-03-16 08:15:39
TNX20260316_0000050,ACC20260316_00017,CUS20260316_00017,2026-02-14,43345.36,Credit,2026-03-16 08:15:39
TNX20260316_0000051,ACC20260316_00017,CUS20260316_00017,2026-03-16,9195.69,Credit,2026-03-16 08:15:39
TNX20260316_0000052,ACC20260316_00018,CUS20260316_00018,2026-03-16,47897.62,Credit,2026-03-16 08:15:39
TNX20260316_0000053,ACC20260316_00018,CUS20260316_00018,2026-03-16,47679.79,Debit,2026-03-16 08:15:39
TNX20260316_0000054,ACC20260316_00018,CUS20260316_00018,2026-03-16,25698.93,Credit,2026-03-16 08:15:39
TNX20260316_0000055,ACC20260316_00019,CUS20260316_00019,2026-02-15,15409.93,Debit,2026-03-16 08:15:39
TNX20260316_0000056,ACC20260316_00019,CUS20260316_00019,2026-03-16,22885.21,Debit,2026-03-16 08:15:39
TNX20260316_0000057,ACC20260316_00019,CUS20260316_00019,2026-03-16,1102.37,Credit,2026-03-16 08:15:39
TNX20260316_0000058,ACC20260316_00020,CUS20260316_00020,2026-03-16,37588.35,Credit,2026-03-16 08:15:39
TNX20260316_0000059,ACC20260316_00020,CUS20260316_00020,2026-03-05,15843.94,Debit,2026-03-16 08:15:39
TNX20260316_0000060,ACC20260316_00020,CUS20260316_00020,2026-03-16,38589.78,Credit,2026-03-16 08:15:39
TNX20260316_0000061,ACC20260316_00021,CUS20260316_00021,2026-03-16,15974.44,Debit,2026-03-16 08:15:39
TNX20260316_0000062,ACC20260316_00021,CUS20260316_00021,2026-03-04,22390.12,Debit,2026-03-16 08:15:39
TNX20260316_0000063,ACC20260316_00021,CUS20260316_00021,2026-02-25,44033.03,Credit,2026-03-16 08:15:39
TNX20260316_0000064,ACC20260316_00022,CUS20260316_00022,2026-03-16,6713.63,Credit,2026-03-16 08:15:39
TNX20260316_0000065,ACC20260316_00022,CUS20260316_00022,2026-03-16,28260.48,Debit,2026-03-16 08:15:39
TNX20260316_0000066,ACC20260316_00022,CUS20260316_00022,2026-03-16,4496.06,Credit,2026-03-16 08:15:39
TNX20260316_0000067,ACC20260316_00023,CUS20260316_00023,2026-03-16,31932.91,Credit,2026-03-16 08:15:39
TNX20260316_0000068,ACC20260316_00023,CUS20260316_00023,2026-03-16,35357.97,Credit,2026-03-16 08:15:39
TNX20260316_0000069,ACC20260316_00023,CUS20260316_00023,2026-03-15,8829.34,Debit,2026-03-16 08:15:39
TNX20260316_0000070,ACC20260316_00024,CUS20260316_00024,2026-03-16,48548.32,Credit,2026-03-16 08:15:39
TNX20260316_0000071,ACC20260316_00024,CUS20260316_00024,2026-03-16,41560.37,Debit,2026-03-16 08:15:39
TNX20260316_0000072,ACC20260316_00024,CUS20260316_00024,2026-03-16,19647.6,Credit,2026-03-16 08:15:39
TNX20260316_0000073,ACC20260316_00025,CUS20260316_00025,2026-03-16,4575.58,Credit,2026-03-16 08:15:39
TNX20260316_0000074,ACC20260316_00025,CUS20260316_00025,2026-03-16,36741.01,Debit,2026-03-16 08:15:39
TNX20260316_0000075,ACC20260316_00025,CUS20260316_00025,2026-03-16,45893.31,Credit,2026-03-16 08:15:39
TNX20260316_0000076,ACC20260316_00026,CUS20260316_00026,2026-03-16,16320.47,Debit,2026-03-16 08:15:39
TNX20260316_0000077,ACC20260316_00026,CUS20260316_00026,2026-02-23,20044.27,Credit,2026-03-16 08:15:39
TNX20260316_0000078,ACC20260316_00026,CUS20260316_00026,2026-03-16,23123.35,Debit,2026-03-16 08:15:39
TNX20260316_0000079,ACC20260316_00027,CUS20260316_00027,2026-02-14,21266.29,Debit,2026-03-16 08:15:39
TNX20260316_0000080,ACC20260316_00027,CUS20260316_00027,2026-02-28,203.29,Debit,2026-03-16 08:15:39
TNX20260316_0000081,ACC20260316_00027,CUS20260316_00027,2026-03-16,4188.42,Credit,2026-03-16 08:15:39
TNX20260316_0000082,ACC20260316_00028,CUS20260316_00028,2026-03-13,8735.47,Debit,2026-03-16 08:15:39
TNX20260316_0000083,ACC20260316_00028,CUS20260316_00028,2026-03-16,10275.48,Debit,2026-03-16 08:15:39
TNX20260316_0000084,ACC20260316_00028,CUS20260316_00028,2026-03-16,46941.07,Credit,2026-03-16 08:15:39
TNX20260316_0000085,ACC20260316_00029,CUS20260316_00029,2026-03-16,38237.04,Debit,2026-03-16 08:15:39
TNX20260316_0000086,ACC20260316_00029,CUS20260316_00029,2026-02-17,19992.78,Credit,2026-03-16 08:15:39
TNX20260316_0000087,ACC20260316_00029,CUS20260316_00029,2026-03-16,23602.66,Debit,2026-03-16 08:15:39
TNX20260316_0000088,ACC20260316_00030,CUS20260316_00030,2026-03-16,38393.82,Credit,2026-03-16 08:15:39
TNX20260316_0000089,ACC20260316_00030,CUS20260316_00030,2026-02-27,6356.84,Debit,2026-03-16 08:15:39
TNX20260316_0000090,ACC20260316_00030,CUS20260316_00030,2026-03-08,7079.01,Debit,2026-03-16 08:15:39
TNX20260316_0000091,ACC20260316_00031,CUS20260316_00031,2026-03-16,46263.99,Credit,2026-03-16 08:15:39
TNX20260316_0000092,ACC20260316_00031,CUS20260316_00031,2026-03-05,9525.01,Credit,2026-03-16 08:15:39
TNX20260316_0000093,ACC20260316_00031,CUS20260316_00031,2026-03-16,27247.85,Debit,2026-03-16 08:15:39
TNX20260316_0000094,ACC20260316_00032,CUS20260316_00032,2026-03-16,15867.08,Debit,2026-03-16 08:15:39
TNX20260316_0000095,ACC20260316_00032,CUS20260316_00032,2026-03-16,43487.51,Debit,2026-03-16 08:15:39
TNX20260316_0000096,ACC20260316_00032,CUS20260316_00032,2026-02-27,31909.51,Debit,2026-03-16 08:15:39
TNX20260316_0000097,ACC20260316_00033,CUS20260316_00033,2026-03-14,28965.33,Debit,2026-03-16 08:15:39
TNX20260316_0000098,ACC20260316_00033,CUS20260316_00033,2026-03-03,22101.5,Debit,2026-03-16 08:15:39
TNX20260316_0000099,ACC20260316_00033,CUS20260316_00033,2026-03-16,23972.97,Debit,2026-03-16 08:15:39
TNX20260316_0000100,ACC20260316_00034,CUS20260316_00034,2026-03-16,23299.06,Debit,2026-03-16 08:15:39
TNX20260316_0000101,ACC20260316_00034,CUS20260316_00034,2026-03-04,2086.86,Debit,2026-03-16 08:15:39
TNX20260316_0000102,ACC20260316_00034,CUS20260316_00034,2026-02-19,5480.74,Credit,2026-03-16 08:15:39
TNX20260316_0000103,ACC20260316_00035,CUS20260316_00035,2026-03-16,16797.18,Credit,2026-03-16 08:15:39
TNX20260316_0000104,ACC20260316_00035,CUS20260316_00035,2026-03-16,18939.94,Debit,2026-03-16 08:15:39
TNX20260316_0000105,ACC20260316_00035,CUS20260316_00035,2026-02-20,20135.5,Debit,2026-03-16 08:15:39
TNX20260316_0000106,ACC20260316_00036,CUS20260316_00036,2026-03-16,29640.38,Debit,2026-03-16 08:15:39
