transaction_id,account_id,customer_id,txn_date,txn_amount,transaction_type,create_tsp
TNX20260309_0000001,ACC20260309_00001,CUS20260309_00001,2026-02-12,2544.13,Credit,2026-03-09 11:19:02
TNX20260309_0000002,ACC20260309_00001,CUS20260309_00001,2026-03-09,3750.75,Debit,2026-03-09 11:19:02
TNX20260309_0000003,ACC20260309_00001,CUS20260309_00001,2026-03-09,9250.69,Debit,2026-03-09 11:19:02
TNX20260309_0000004,ACC20260309_00001,CUS20260309_00001,2026-03-09,4130.31,Debit,2026-03-09 11:19:02
TNX20260309_0000005,ACC20260309_00001,CUS20260309_00001,2026-02-22,1105.56,Credit,2026-03-09 11:19:02
TNX20260309_0000006,ACC20260309_00002,CUS20260309_00002,2026-03-09,2224.64,Debit,2026-03-09 11:19:02
TNX20260309_0000007,ACC20260309_00002,CUS20260309_00002,2026-02-17,8676.87,Debit,2026-03-09 11:19:02
TNX20260309_0000008,ACC20260309_00002,CUS20260309_00002,2026-03-09,7624.39,Debit,2026-03-09 11:19:02
TNX20260309_0000009,ACC20260309_00002,CUS20260309_00002,2026-03-09,534.08,Debit,2026-03-09 11:19:02
TNX20260309_0000010,ACC20260309_00002,CUS20260309_00002,2026-02-08,742.38,Credit,2026-03-09 11:19:02
TNX20260309_0000011,ACC20260309_00003,CUS20260309_00003,2026-03-01,8756.1,Debit,2026-03-09 11:19:02
TNX20260309_0000012,ACC20260309_00003,CUS20260309_00003,2026-03-09,8510.42,Credit,2026-03-09 11:19:02
TNX20260309_0000013,ACC20260309_00003,CUS20260309_00003,2026-03-09,1818.56,Credit,2026-03-09 11:19:02
TNX20260309_0000014,ACC20260309_00003,CUS20260309_00003,2026-03-09,609.89,Debit,2026-03-09 11:19:02
TNX20260309_0000015,ACC20260309_00003,CUS20260309_00003,2026-03-09,8334.22,Debit,2026-03-09 11:19:02
TNX20260309_0000016,ACC20260309_00004,CUS20260309_00004,2026-02-18,8652.96,Credit,2026-03-09 11:19:02
TNX20260309_0000017,ACC20260309_00004,CUS20260309_00004,2026-03-09,4608.1,Credit,2026-03-09 11:19:02
TNX20260309_0000018,ACC20260309_00004,CUS20260309_00004,2026-02-20,2422.15,Credit,2026-03-09 11:19:02
TNX20260309_0000019,ACC20260309_00004,CUS20260309_00004,2026-03-09,5047.31,Credit,2026-03-09 11:19:02
TNX20260309_0000020,ACC20260309_00004,CUS20260309_00004,2026-03-09,119.15,Debit,2026-03-09 11:19:02
TNX20260309_0000021,ACC20260309_00005,CUS20260309_00005,2026-03-05,1652.22,Credit,2026-03-09 11:19:02
TNX20260309_0000022,ACC20260309_00005,CUS20260309_00005,2026-03-09,2826.46,Debit,2026-03-09 11:19:02
TNX20260309_0000023,ACC20260309_00005,CUS20260309_00005,2026-03-05,1978.19,Debit,2026-03-09 11:19:02
TNX20260309_0000024,ACC20260309_00005,CUS20260309_00005,2026-03-09,2784.45,Credit,2026-03-09 11:19:02
TNX20260309_0000025,ACC20260309_00005,CUS20260309_00005,2026-03-09,4305.68,Credit,2026-03-09 11:19:02
TNX20260309_0000026,ACC20260309_00006,CUS20260309_00006,2026-03-09,2779.05,Debit,2026-03-09 11:19:02
TNX20260309_0000027,ACC20260309_00006,CUS20260309_00006,2026-03-09,9731.63,Credit,2026-03-09 11:19:02
TNX20260309_0000028,ACC20260309_00006,CUS20260309_00006,2026-03-09,6516.82,Credit,2026-03-09 11:19:02
TNX20260309_0000029,ACC20260309_00006,CUS20260309_00006,2026-03-09,3907.13,Debit,2026-03-09 11:19:02
TNX20260309_0000030,ACC20260309_00006,CUS20260309_00006,2026-03-09,8875.35,Debit,2026-03-09 11:19:02
TNX20260309_0000031,ACC20260309_00007,CUS20260309_00007,2026-02-09,2382.14,Debit,2026-03-09 11:19:02
TNX20260309_0000032,ACC20260309_00007,CUS20260309_00007,2026-02-15,5269.05,Debit,2026-03-09 11:19:02
TNX20260309_0000033,ACC20260309_00007,CUS20260309_00007,2026-03-09,5135.45,Debit,2026-03-09 11:19:02
TNX20260309_0000034,ACC20260309_00007,CUS20260309_00007,2026-03-08,8210.64,Debit,2026-03-09 11:19:02
TNX20260309_0000035,ACC20260309_00007,CUS20260309_00007,2026-02-08,1477.23,Credit,2026-03-09 11:19:02
TNX20260309_0000036,ACC20260309_00008,CUS20260309_00008,2026-02-11,9475.64,Credit,2026-03-09 11:19:02
TNX20260309_0000037,ACC20260309_00008,CUS20260309_00008,2026-02-18,7114.39,Debit,2026-03-09 11:19:02
TNX20260309_0000038,ACC20260309_00008,CUS20260309_00008,2026-03-09,8023.25,Debit,2026-03-09 11:19:02
TNX20260309_0000039,ACC20260309_00008,CUS20260309_00008,2026-03-09,4689.39,Debit,2026-03-09 11:19:02
TNX20260309_0000040,ACC20260309_00008,CUS20260309_00008,2026-02-13,4450.83,Debit,2026-03-09 11:19:02
TNX20260309_0000041,ACC20260309_00009,CUS20260309_00009,2026-02-14,8639.44,Debit,2026-03-09 11:19:02
TNX20260309_0000042,ACC20260309_00009,CUS20260309_00009,2026-03-09,7406.71,Credit,2026-03-09 11:19:02
TNX20260309_0000043,ACC20260309_00009,CUS20260309_00009,2026-02-07,2145.85,Debit,2026-03-09 11:19:02
TNX20260309_0000044,ACC20260309_00009,CUS20260309_00009,2026-03-09,1771.29,Debit,2026-03-09 11:19:02
TNX20260309_0000045,ACC20260309_00009,CUS20260309_00009,2026-02-22,7395.49,Debit,2026-03-09 11:19:02
TNX20260309_0000046,ACC20260309_00010,CUS20260309_00010,2026-03-09,9805.02,Debit,2026-03-09 11:19:02
TNX20260309_0000047,ACC20260309_00010,CUS20260309_00010,2026-03-09,4553.66,Debit,2026-03-09 11:19:02
TNX20260309_0000048,ACC20260309_00010,CUS20260309_00010,2026-03-09,5798.74,Debit,2026-03-09 11:19:02
TNX20260309_0000049,ACC20260309_00010,CUS20260309_00010,2026-03-09,5308.86,Debit,2026-03-09 11:19:02
TNX20260309_0000050,ACC20260309_00010,CUS20260309_00010,2026-03-09,2123.56,Credit,2026-03-09 11:19:02
TNX20260309_0000051,ACC20260309_00011,CUS20260309_00011,2026-02-27,412.89,Debit,2026-03-09 11:19:02
TNX20260309_0000052,ACC20260309_00011,CUS20260309_00011,2026-03-09,415.99,Credit,2026-03-09 11:19:02
TNX20260309_0000053,ACC20260309_00011,CUS20260309_00011,2026-03-09,4642.71,Credit,2026-03-09 11:19:02
TNX20260309_0000054,ACC20260309_00011,CUS20260309_00011,2026-03-02,8766.53,Credit,2026-03-09 11:19:02
TNX20260309_0000055,ACC20260309_00011,CUS20260309_00011,2026-02-19,8501.69,Credit,2026-03-09 11:19:02
TNX20260309_0000056,ACC20260309_00012,CUS20260309_00012,2026-03-04,1343.01,Debit,2026-03-09 11:19:02
TNX20260309_0000057,ACC20260309_00012,CUS20260309_00012,2026-02-23,9981.44,Debit,2026-03-09 11:19:02
TNX20260309_0000058,ACC20260309_00012,CUS20260309_00012,2026-03-09,6249.59,Debit,2026-03-09 11:19:02
TNX20260309_0000059,ACC20260309_00012,CUS20260309_00012,2026-02-17,2423.99,Debit,2026-03-09 11:19:02
TNX20260309_0000060,ACC20260309_00012,CUS20260309_00012,2026-02-28,9962.43,Debit,2026-03-09 11:19:02
TNX20260309_0000061,ACC20260309_00013,CUS20260309_00013,2026-03-09,9410.08,Debit,2026-03-09 11:19:02
TNX20260309_0000062,ACC20260309_00013,CUS20260309_00013,2026-03-09,8865.5,Debit,2026-03-09 11:19:02
TNX20260309_0000063,ACC20260309_00013,CUS20260309_00013,2026-03-09,3349.49,Debit,2026-03-09 11:19:02
TNX20260309_0000064,ACC20260309_00013,CUS20260309_00013,2026-03-09,5002.1,Debit,2026-03-09 11:19:02
