transaction_id,account_id,customer_id,txn_date,txn_amount,transaction_type,create_tsp
TNX20260311_0000001,ACC20260311_00001,CUS20260311_00001,2026-03-11,11439.36,Credit,2026-03-11 13:33:31
TNX20260311_0000002,ACC20260311_00001,CUS20260311_00001,2026-03-11,9634.06,Debit,2026-03-11 13:33:31
TNX20260311_0000003,ACC20260311_00001,CUS20260311_00001,2026-03-11,27106.57,Credit,2026-03-11 13:33:31
TNX20260311_0000004,ACC20260311_00001,CUS20260311_00001,2026-03-11,28204.8,Debit,2026-03-11 13:33:31
TNX20260311_0000005,ACC20260311_00002,CUS20260311_00002,2026-03-11,8326.31,Debit,2026-03-11 13:33:31
TNX20260311_0000006,ACC20260311_00002,CUS20260311_00002,2026-02-16,7257.2,Debit,2026-03-11 13:33:31
TNX20260311_0000007,ACC20260311_00002,CUS20260311_00002,2026-03-11,19854.55,Debit,2026-03-11 13:33:31
TNX20260311_0000008,ACC20260311_00002,CUS20260311_00002,2026-03-11,16495.4,Debit,2026-03-11 13:33:31
TNX20260311_0000009,ACC20260311_00003,CUS20260311_00003,2026-02-13,15642.76,Credit,2026-03-11 13:33:31
TNX20260311_0000010,ACC20260311_00003,CUS20260311_00003,2026-03-11,39228.42,Debit,2026-03-11 13:33:31
TNX20260311_0000011,ACC20260311_00003,CUS20260311_00003,2026-03-11,43466.74,Debit,2026-03-11 13:33:31
TNX20260311_0000012,ACC20260311_00003,CUS20260311_00003,2026-03-11,39678.88,Credit,2026-03-11 13:33:31
TNX20260311_0000013,ACC20260311_00004,CUS20260311_00004,2026-03-11,42003.01,Credit,2026-03-11 13:33:31
TNX20260311_0000014,ACC20260311_00004,CUS20260311_00004,2026-02-18,35604.14,Debit,2026-03-11 13:33:31
TNX20260311_0000015,ACC20260311_00004,CUS20260311_00004,2026-03-11,32721.82,Debit,2026-03-11 13:33:31
TNX20260311_0000016,ACC20260311_00004,CUS20260311_00004,2026-03-11,3552.36,Debit,2026-03-11 13:33:31
TNX20260311_0000017,ACC20260311_00005,CUS20260311_00005,2026-03-11,20784.35,Credit,2026-03-11 13:33:31
TNX20260311_0000018,ACC20260311_00005,CUS20260311_00005,2026-03-11,15482.94,Debit,2026-03-11 13:33:31
TNX20260311_0000019,ACC20260311_00005,CUS20260311_00005,2026-02-13,29666.76,Credit,2026-03-11 13:33:31
TNX20260311_0000020,ACC20260311_00005,CUS20260311_00005,2026-03-11,17894.7,Credit,2026-03-11 13:33:31
